time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
1987-03-20T14:33:20.740Z,6.806,-72.981,165.1,4.3,mb,,,,1.2,us,usp00033fu,2014-11-07T00:40:05.573Z,"5 km N of Cepitá, Colombia",earthquake,,5.2,,8,reviewed,us,us
1987-03-22T07:17:32.030Z,6.777,-73.03,163.2,4.5,mb,,,,0.8,us,usp00033hf,2014-11-07T00:40:06.315Z,"6 km WNW of Cepitá, Colombia",earthquake,,4.1,,15,reviewed,us,us
1987-03-24T15:53:01.840Z,-0.043,-77.752,10,3.7,mb,,,,0.8,us,usp00033kt,2014-11-07T00:40:06.849Z,"44 km ESE of Cayambe, Ecuador",earthquake,,,,1,reviewed,us,us
1987-03-29T22:27:34.690Z,6.373,-72.981,163.6,4.1,mb,,,,0.6,us,usp00033rp,2014-11-07T00:40:07.736Z,"10 km NE of Coromoro, Colombia",earthquake,,7.9,,1,reviewed,us,us
1987-04-08T23:28:44.080Z,8.106,-77.486,23.6,4.4,mb,,,,0.8,us,usp000340u,2014-11-07T00:40:13.569Z,"5 km ENE of Unión Chocó, Panama",earthquake,,7.7,,3,reviewed,us,us
1987-04-09T14:13:08.630Z,6.849,-72.959,173.4,4.7,mb,,,,0.7,us,usp000341f,2014-11-07T00:40:13.668Z,"10 km N of Cepitá, Colombia",earthquake,,6.5,,20,reviewed,us,us
1987-04-11T18:17:36.140Z,6.631,-73.006,185.9,4.8,mb,,,,1.2,us,usp0003435,2014-11-07T00:40:13.975Z,"7 km SSE of Aratoca, Colombia",earthquake,,10.3,,9,reviewed,us,us
1987-04-12T10:30:56.070Z,7.844,-73.174,152.3,4.5,mb,,,,0.9,us,usp000343v,2014-11-07T00:40:14.076Z,"17 km NW of Cáchira, Colombia",earthquake,,5.6,,1,reviewed,us,us
1987-04-13T12:15:24.640Z,-4.969,-78.553,33,4.6,mb,,,,0.8,us,usp000344m,2014-11-07T00:40:14.198Z,"53 km ENE of San Ignacio, Peru",earthquake,,,,3,reviewed,us,us
1987-04-21T21:31:20.830Z,3.625,-77.443,53.8,4.7,mb,,,,1,us,usp00034bm,2014-11-07T00:40:16.515Z,"49 km W of Buenaventura, Colombia",earthquake,,10.8,,8,reviewed,us,us
1987-04-22T17:34:23.390Z,11.499,-69.6,10,3.7,ms,,,,1.4,us,usp00034ck,2014-11-07T00:40:16.606Z,"13 km NE of Coro, Venezuela",earthquake,,,,1,reviewed,us,us
1987-04-26T10:07:18.000Z,-0.961,-80.858,33,4,mb,,,,0.7,us,usp00034g8,2014-11-07T00:40:17.431Z,"16 km W of Manta, Ecuador",earthquake,,,,1,reviewed,us,us
1987-05-09T09:18:10.680Z,10.482,-73.34,33,4.7,mb,,,,1.3,us,usp00034uy,2014-11-07T00:40:24.028Z,"9 km WNW of Valledupar, Colombia",earthquake,,,,2,reviewed,us,us
1987-05-09T17:21:42.790Z,7.595,-75.126,67.9,4.9,mb,,,,1.5,us,usp00034v8,2014-11-07T00:40:24.075Z,"24 km E of Cáceres, Colombia",earthquake,,11.5,,4,reviewed,us,us
1987-05-10T17:43:50.590Z,6.818,-73.054,160.7,4.8,mb,,,,1,us,usp00034w8,2014-11-07T00:40:24.214Z,"10 km NNE of Jordán, Colombia",earthquake,,,,11,reviewed,us,us
1987-05-11T01:32:29.730Z,-2.089,-77.414,163,4.4,mb,,,,1,us,usp00034wr,2014-11-07T00:40:24.261Z,"74 km SE of Palora, Ecuador",earthquake,,6.6,,23,reviewed,us,us
1987-05-20T23:41:22.720Z,-2.007,-77.585,167.6,4.9,mb,,,,0.9,us,usp0003556,2014-11-07T00:40:25.736Z,"54 km SE of Palora, Ecuador",earthquake,,5.2,,38,reviewed,us,us
1987-05-25T22:58:54.840Z,7.525,-74.779,73.7,4.3,mb,,,,0.7,us,usp000358m,2014-11-07T00:40:26.762Z,"9 km SSE of El Bagre, Colombia",earthquake,,9.1,,2,reviewed,us,us
1987-06-02T13:23:13.610Z,7.571,-72.098,33,3.9,mb,,,,0.7,us,usp00035fm,2014-11-07T00:40:29.827Z,"Colombia-Venezuela border region",earthquake,,,,1,reviewed,us,us
1987-06-06T06:25:08.520Z,-3.155,-80.873,41.7,4.6,mb,,,,1,us,usp00035jk,2014-11-07T00:40:30.946Z,"62 km NNW of Zorritos, Peru",earthquake,,,,9,reviewed,us,us
1987-06-07T15:18:04.850Z,-1.676,-77.741,182.6,4.3,mb,,,,1.1,us,usp00035m5,2014-11-07T00:40:31.634Z,"25 km E of Palora, Ecuador",earthquake,,18,,8,reviewed,us,us
1987-06-11T18:52:19.780Z,-2.795,-76.545,121.7,4.6,mb,,,,1.3,us,usp00035qe,2014-11-07T00:40:32.165Z,"76 km N of Alianza Cristiana, Peru",earthquake,,13.5,,4,reviewed,us,us
1987-06-24T19:54:10.530Z,6.883,-76.406,22.6,5.4,mb,,,,1.1,us,usp0003621,2022-04-27T21:44:36.778Z,"19 km SW of Dabeiba, Colombia",earthquake,,4.8,,68,reviewed,us,us
1987-06-24T20:05:08.580Z,6.876,-76.316,41.6,4.7,mb,,,,0.9,us,usp0003622,2014-11-07T00:40:33.871Z,"14 km SSW of Dabeiba, Colombia",earthquake,,7.4,,36,reviewed,us,us
1987-06-29T22:04:57.270Z,7.374,-74.771,82.1,4.4,mb,,,,1.1,us,usp000366n,2014-11-07T00:40:34.535Z,"16 km SE of Zaragoza, Colombia",earthquake,,8.3,,4,reviewed,us,us
1987-07-17T02:34:33.110Z,-2.976,-80.644,33,4.7,mb,,,,0.9,us,usp00036q3,2014-11-07T00:40:41.226Z,"47 km SW of Playas, Ecuador",earthquake,,,,6,reviewed,us,us
1987-07-19T12:54:32.580Z,6.988,-73.187,158.7,4.1,mb,,,,1.3,us,usp00036sa,2014-11-07T00:40:41.469Z,"9 km SSW of Girón, Colombia",earthquake,,7.3,,5,reviewed,us,us
1987-07-25T22:09:38.940Z,6.858,-72.985,155.9,4.8,mb,,,,1,us,usp00036yc,2014-11-07T00:40:42.089Z,"11 km N of Cepitá, Colombia",earthquake,,5.2,,11,reviewed,us,us
1987-07-31T19:05:46.520Z,-1.314,-80.589,33,4.8,mb,,,,1.2,us,usp000373m,2014-11-07T00:40:43.090Z,"4 km NNW of Jipijapa, Ecuador",earthquake,,,,7,reviewed,us,us
1987-08-03T01:17:10.130Z,7.666,-77.489,33,4.3,mb,,,,1.1,us,usp000376h,2014-11-07T00:40:46.013Z,"34 km S of Púcuro, Panama",earthquake,,,,3,reviewed,us,us
1987-08-03T03:08:08.350Z,7.657,-77.55,33,5.1,mb,,,,1,us,usp000376n,2022-04-27T21:36:24.966Z,"36 km S of Púcuro, Panama",earthquake,,,,51,reviewed,us,us
1987-08-07T15:50:32.630Z,6.858,-73.036,165.6,4.5,mb,,,,1.3,us,usp00037b4,2014-11-07T00:40:47.431Z,"13 km NNW of Cepitá, Colombia",earthquake,,7.3,,1,reviewed,us,us
1987-08-09T15:32:07.040Z,10.108,-74.275,45.7,5.1,mb,,,,0.9,us,usp00037d2,2022-04-27T21:37:08.159Z,"33 km WSW of Ariguaní, Colombia",earthquake,,5.3,,39,reviewed,us,us
1987-08-15T13:46:37.900Z,-1.165,-78.093,58.7,4.6,mb,,,,1.2,us,usp00037jk,2014-11-07T00:40:48.854Z,"36 km WSW of Tena, Ecuador",earthquake,,14.7,,6,reviewed,us,us
1987-08-30T14:02:04.630Z,6.838,-72.985,169.6,4.6,mb,,,,0.7,us,usp00037y7,2014-11-07T00:40:50.243Z,"9 km N of Cepitá, Colombia",earthquake,,5.9,,9,reviewed,us,us
1987-09-06T06:54:00.260Z,-1.497,-77.487,197.9,4.4,mb,,,,0.9,us,usp000384w,2014-11-07T00:40:54.803Z,"57 km E of Puyo, Ecuador",earthquake,,16.7,,5,reviewed,us,us
1987-09-07T20:59:06.000Z,-2.972,-81.898,10,4.8,mb,,,,1.3,us,usp000386q,2014-11-07T00:40:55.320Z,"134 km SW of Salinas, Ecuador",earthquake,,,,9,reviewed,us,us
1987-09-09T11:43:03.500Z,6.816,-73.033,169,4.6,mb,,,,0.6,us,usp000388g,2014-11-07T00:40:55.728Z,"9 km NW of Cepitá, Colombia",earthquake,,3.8,,6,reviewed,us,us
1987-09-10T10:32:32.040Z,6.861,-73.181,155.9,4.9,mb,,,,0.8,us,usp000389h,2014-11-07T00:40:55.851Z,"10 km ENE of Zapatoca, Colombia",earthquake,,4.1,,11,reviewed,us,us
1987-09-14T18:09:22.000Z,6.901,-73.194,158.4,4.5,mb,,,,1.4,us,usp00038d8,2014-11-07T00:40:56.795Z,"9 km E of Betulia, Colombia",earthquake,,10.1,,1,reviewed,us,us
1987-09-22T13:43:37.680Z,-0.978,-78.05,10,6.4,mw,,,,1,us,usp00038m3,2022-04-27T21:36:01.235Z,"26 km W of Tena, Ecuador",earthquake,,,,,reviewed,us,hrv
1987-09-22T15:49:12.760Z,-0.905,-79.403,33,3.8,mb,,,,1.3,us,usp00038m7,2014-11-07T00:40:57.674Z,"15 km NNE of Quevedo, Ecuador",earthquake,,,,1,reviewed,us,us
1987-09-22T16:21:35.130Z,-1.082,-78.127,10,6,mw,,,,1.1,us,usp00038mb,2022-04-27T21:36:02.477Z,"36 km WSW of Tena, Ecuador",earthquake,,,,,reviewed,us,hrv
1987-09-23T06:40:09.640Z,-1.138,-79.197,33,4,mb,,,,1.3,us,usp00038ms,2014-11-07T00:40:57.820Z,"22 km S of La Maná, Ecuador",earthquake,,,,2,reviewed,us,us
1987-09-23T14:59:26.860Z,6.968,-73.173,154.6,4.4,mb,,,,1.3,us,usp00038n4,2014-11-07T00:40:57.881Z,"11 km S of Girón, Colombia",earthquake,,8,,1,reviewed,us,us
1987-09-24T07:47:38.290Z,9.493,-79.475,33,4.4,md,,,,0.2,us,usp00038nw,2014-11-07T00:40:58.005Z,"9 km S of Nombre de Dios, Panama",earthquake,,,,,reviewed,us,upa
1987-09-26T14:58:43.290Z,-1.014,-77.944,57.6,3.9,mb,,,,0.9,us,usp00038r5,2014-11-07T00:40:58.237Z,"14 km W of Tena, Ecuador",earthquake,,17.5,,1,reviewed,us,us
1987-10-19T12:34:30.880Z,-2.808,-80.147,33,4.7,mb,,,,1.4,us,usp00039dp,2014-11-07T00:41:05.787Z,"33 km SE of Playas, Ecuador",earthquake,,,,2,reviewed,us,us
1987-10-23T10:13:09.120Z,6.795,-72.98,165.5,4.7,mb,,,,1,us,usp00039h7,2014-11-07T00:41:06.303Z,"4 km N of Cepitá, Colombia",earthquake,,5.4,,5,reviewed,us,us
1987-10-23T15:49:57.270Z,-1.115,-77.964,33,4.4,mb,,,,1.1,us,usp00039hh,2014-11-07T00:41:06.328Z,"21 km SW of Tena, Ecuador",earthquake,,,,2,reviewed,us,us
1987-11-01T21:03:30.800Z,6.822,-73.004,161,4.4,mb,,,,1.5,us,usp00039tu,2014-11-07T00:41:10.155Z,"8 km NNW of Cepitá, Colombia",earthquake,,9.3,,5,reviewed,us,us
1987-11-02T09:09:15.140Z,6.85,-73.102,159,4.6,mb,,,,1,us,usp00039u4,2014-11-07T00:41:10.359Z,"12 km N of Jordán, Colombia",earthquake,,5.1,,7,reviewed,us,us
1987-11-10T16:15:34.810Z,6.88,-76.382,33,4.8,mb,,,,1.5,us,usp0003a1d,2014-11-07T00:41:13.206Z,"18 km SW of Dabeiba, Colombia",earthquake,,,,3,reviewed,us,us
1987-11-11T15:04:52.130Z,6.797,-76.342,30.2,5.4,mw,,,,1.1,us,usp0003a27,2022-04-27T21:29:06.197Z,"21 km WSW of Uramita, Colombia",earthquake,,7.3,,,reviewed,us,hrv
1987-11-11T16:09:49.510Z,6.916,-76.38,33,4.9,mb,,,,1.5,us,usp0003a2b,2014-11-07T00:41:13.363Z,"15 km SW of Dabeiba, Colombia",earthquake,,,,13,reviewed,us,us
1987-11-14T15:08:21.660Z,6.806,-73.109,159.9,4.8,mb,,,,0.9,us,usp0003a4b,2014-11-07T00:41:13.630Z,"8 km N of Jordán, Colombia",earthquake,,3.9,,12,reviewed,us,us
1987-11-17T20:40:41.690Z,9.806,-79.198,44.9,4.6,mb,,,,0.8,us,usp0003a78,2014-11-07T00:41:14.183Z,"28 km NNE of Playa Chiquita, Panama",earthquake,,7.2,,27,reviewed,us,us
1987-11-18T02:23:45.920Z,6.745,-72.925,164.2,4.2,mb,,,,1.4,us,usp0003a7h,2014-11-07T00:41:14.230Z,"5 km E of Cepitá, Colombia",earthquake,,6.9,,3,reviewed,us,us
1987-11-18T23:54:41.390Z,6.975,-73.268,151.4,4.3,mb,,,,1.2,us,usp0003a8k,2014-11-07T00:41:14.430Z,"8 km NNE of Betulia, Colombia",earthquake,,8.2,,1,reviewed,us,us
1987-11-29T12:04:38.010Z,6.847,-72.961,174.7,4.7,mb,,,,0.7,us,usp0003any,2014-11-07T00:41:16.225Z,"10 km N of Cepitá, Colombia",earthquake,,6,,12,reviewed,us,us
1987-12-01T10:01:58.280Z,5.766,-78.27,33,4.8,mb,,,,1.1,us,usp0003at3,2014-11-07T00:41:19.071Z,"108 km WSW of Bahía Solano, Colombia",earthquake,,,,19,reviewed,us,us
1987-12-07T01:34:18.280Z,2.386,-79.146,10,4.6,mb,,,,1.1,us,usp0003b18,2014-11-07T00:41:21.469Z,"66 km NW of Salahonda, Colombia",earthquake,,,,8,reviewed,us,us
1987-12-08T16:33:48.680Z,8.145,-74.482,78.4,4.3,mb,,,,1.2,us,usp0003b31,2014-11-07T00:41:21.947Z,"16 km S of Montecristo, Colombia",earthquake,,9.6,,4,reviewed,us,us
1987-12-15T14:20:49.130Z,-1.103,-80.784,57.4,4.8,mb,,,,1,us,usp0003ba9,2014-11-07T00:41:23.825Z,"15 km WSW of Montecristi, Ecuador",earthquake,,14.1,,9,reviewed,us,us
1987-12-18T05:01:23.100Z,-1.403,-77.803,177.3,5.5,mw,,,,0.9,us,usp0003bcm,2022-04-27T21:26:22.666Z,"23 km ENE of Puyo, Ecuador",earthquake,,,,,reviewed,us,hrv
1987-12-18T07:45:31.100Z,-1.283,-81.028,33,4.5,mb,,,,1.1,us,usp0003bct,2014-11-07T00:41:24.288Z,"48 km WSW of Montecristi, Ecuador",earthquake,,,,4,reviewed,us,us
1987-12-19T13:26:39.610Z,-0.714,-80.553,48.6,4.9,mb,,,,0.8,us,usp0003bdr,2014-11-07T00:41:24.469Z,"19 km SW of Bahía de Caráquez, Ecuador",earthquake,,16.5,,1,reviewed,us,us
1987-12-21T07:56:43.620Z,-2.747,-77,124.1,4.7,mb,,,,1.1,us,usp0003bev,2014-11-07T00:41:24.570Z,"102 km NW of Alianza Cristiana, Peru",earthquake,,,,26,reviewed,us,us
1987-12-25T19:29:10.020Z,-3.76,-81.398,33,4.6,mb,,,,1.4,us,usp0003bj8,2014-11-07T00:41:25.023Z,"54 km NW of Máncora, Peru",earthquake,,,,3,reviewed,us,us
1988-01-03T14:13:37.720Z,2.917,-76.833,10,2.7,md,,,,0.4,us,usp0003bsa,2014-11-07T00:41:28.648Z,"15 km WSW of Suárez, Colombia",earthquake,,,,,reviewed,us,uvc
1988-01-03T14:33:10.350Z,3.365,-76.441,33,2.6,md,,,,0.3,us,usp0003bsb,2014-11-07T00:41:28.651Z,"11 km WSW of Candelaria, Colombia",earthquake,,,,,reviewed,us,uvc
1988-01-04T09:55:19.660Z,3.27,-76.414,33,3.3,md,,,,0.4,us,usp0003bt8,2014-11-07T00:41:28.939Z,"4 km N of Puerto Tejada, Colombia",earthquake,,,,,reviewed,us,uvc
1988-01-05T15:25:15.370Z,3.867,-77.258,33,3.2,md,,,,0.2,us,usp0003bue,2014-11-07T00:41:29.181Z,"25 km W of Buenaventura, Colombia",earthquake,,,,,reviewed,us,uvc
1988-01-07T01:16:03.720Z,7.234,-79.335,10,4.1,md,,,,1.2,us,usp0003bvh,2014-11-07T00:41:29.423Z,"83 km ESE of Pedasí, Panama",earthquake,,,,,reviewed,us,upa
1988-01-10T18:30:16.870Z,3.744,-76.988,33,3.9,md,,,,0.8,us,usp0003byu,2014-11-07T00:41:30.357Z,"15 km SSE of Buenaventura, Colombia",earthquake,,,,,reviewed,us,uvc
1988-01-14T04:48:42.580Z,2.747,-75.084,33,3.7,md,,,,0.7,us,usp0003c1q,2014-11-07T00:41:30.898Z,"19 km E of Rivera, Colombia",earthquake,,,,,reviewed,us,uvc
1988-01-15T16:41:52.390Z,3.741,-76.93,33,3.4,ml,,,,0.7,us,usp0003c35,2014-11-07T00:41:31.103Z,"19 km SE of Buenaventura, Colombia",earthquake,,,,,reviewed,us,uvc
1988-01-17T04:22:48.200Z,4.114,-76.623,33,3.9,md,,,,0.2,us,usp0003c4a,2014-11-07T00:41:31.260Z,"25 km NW of Darien, Colombia",earthquake,,,,,reviewed,us,uvc
1988-01-17T10:58:06.560Z,-3.075,-75.479,136,4.4,mb,,,,1.1,us,usp0003c4g,2014-11-07T00:41:31.271Z,"115 km ENE of Alianza Cristiana, Peru",earthquake,,12.6,,1,reviewed,us,us
1988-01-18T05:25:58.010Z,4.875,-76.805,33,3.8,ml,,,,1.1,us,usp0003c57,2014-11-07T00:41:31.356Z,"23 km WSW of Nóvita, Colombia",earthquake,,,,,reviewed,us,uvc
1988-01-18T07:35:17.080Z,6.86,-73.014,156.6,4.8,mb,,,,1.1,us,usp0003c5b,2014-11-07T00:41:31.364Z,"12 km NNW of Cepitá, Colombia",earthquake,,7.3,,10,reviewed,us,us
1988-01-18T13:48:12.540Z,-2.446,-76.641,148.7,4.9,mb,,,,1.1,us,usp0003c5j,2014-11-07T00:41:31.410Z,"116 km NNW of Alianza Cristiana, Peru",earthquake,,6.9,,37,reviewed,us,us
1988-01-19T11:38:06.940Z,3.84,-76.167,33,3.2,md,,,,1.5,us,usp0003c67,2014-11-07T00:41:31.591Z,"16 km ESE of Guadalajara de Buga, Colombia",earthquake,,,,,reviewed,us,uvc
1988-01-19T19:49:31.730Z,3.869,-75.683,33,3.2,md,,,,1.4,us,usp0003c6n,2014-11-07T00:41:31.635Z,"17 km SSW of Roncesvalles, Colombia",earthquake,,,,,reviewed,us,uvc
1988-01-20T01:48:14.210Z,2.754,-76.667,33,3.1,ml,,,,2,us,usp0003c74,2014-11-07T00:41:31.683Z,"4 km W of Morales, Colombia",earthquake,,,,,reviewed,us,uvc
1988-01-20T05:22:30.800Z,3.307,-76.917,33,2.5,md,,,,0.4,us,usp0003c7e,2014-11-07T00:41:31.701Z,"31 km SSE of Buenaventura, Colombia",earthquake,,,,,reviewed,us,uvc
1988-01-22T23:32:56.980Z,3.108,-76.365,103,2.8,md,,,,0.1,us,usp0003ca5,2014-11-07T00:41:32.086Z,"9 km NNE of Caloto, Colombia",earthquake,,42.3,,,reviewed,us,uvc
1988-01-23T15:10:47.130Z,2.983,-75.671,10,3.5,md,,,,0.2,us,usp0003cay,2014-11-07T00:41:32.196Z,"4 km NNW of Santa María, Colombia",earthquake,,,,,reviewed,us,uvc
1988-01-24T04:26:58.610Z,7.368,-81.745,33,4.8,mb,,,,1.4,us,usp0003cbm,2014-11-07T00:41:32.264Z,"59 km SW of Río Grande, Panama",earthquake,,,,11,reviewed,us,us
1988-01-24T11:21:05.240Z,7.374,-81.709,30.1,4.2,mb,,,,0.7,us,usp0003cbw,2014-11-07T00:41:32.285Z,"56 km SW of Río Grande, Panama",earthquake,,6.4,,2,reviewed,us,us
1988-01-25T02:08:33.600Z,3.567,-75.786,10,3.2,md,,,,0.1,us,usp0003ccd,2014-11-07T00:41:32.403Z,"16 km WNW of Rioblanco, Colombia",earthquake,,,,,reviewed,us,uvc
1988-01-25T16:27:35.080Z,3.717,-77.082,33,2.6,md,,,,0.2,us,usp0003cd0,2014-11-07T00:41:32.481Z,"17 km NNW of Buenaventura, Colombia",earthquake,,,,,reviewed,us,uvc
1988-01-26T05:28:48.890Z,6.854,-73.083,165,4.3,mb,,,,1.1,us,usp0003cdr,2014-11-07T00:41:32.563Z,"13 km N of Jordán, Colombia",earthquake,,8.9,,1,reviewed,us,us
1988-01-26T09:20:59.330Z,7.285,-81.597,32.6,4.5,mb,,,,1,us,usp0003cdy,2014-11-07T00:41:32.580Z,"56 km SSW of Río Grande, Panama",earthquake,,5.6,,2,reviewed,us,us
1988-01-26T14:42:14.140Z,3.844,-75.96,33,2.6,md,,,,0.4,us,usp0003cej,2014-11-07T00:41:32.782Z,"15 km NNE of La Cumbre, Colombia",earthquake,,,,,reviewed,us,uvc
1988-01-29T23:54:54.800Z,4.096,-76.248,33,3,md,,,,0.4,us,usp0003cj8,2014-11-07T00:41:33.567Z,"5 km WNW of Tuluá, Colombia",earthquake,,,,,reviewed,us,uvc
1988-01-30T08:47:09.980Z,3.802,-76.959,33,2.7,md,,,,0.2,us,usp0003cjh,2014-11-07T00:41:33.585Z,"11 km SE of Buenaventura, Colombia",earthquake,,,,,reviewed,us,uvc
1988-01-30T17:29:56.160Z,3.691,-76.841,33,2.5,md,,,,0,us,usp0003cjx,2014-11-07T00:41:33.611Z,"17 km WNW of Dagua, Colombia",earthquake,,,,,reviewed,us,uvc
1988-02-02T23:46:16.770Z,6.857,-73.016,152.9,5.2,mb,,,,1,us,usp0003cp3,2014-11-07T00:41:36.298Z,"12 km NNW of Cepitá, Colombia",earthquake,,5.1,,17,reviewed,us,us
1988-02-10T23:05:58.570Z,6.875,-73.035,147.8,4.9,mb,,,,1,us,usp0003cxu,2014-11-07T00:41:39.155Z,"12 km S of Piedecuesta, Colombia",earthquake,,16.5,,8,reviewed,us,us
1988-02-20T22:51:12.670Z,4.387,-73.708,26,5,mb,,,,1.4,us,usp0003d70,2014-11-07T00:41:40.602Z,"3 km N of El Calvario, Colombia",earthquake,,5.8,,15,reviewed,us,us
1988-02-21T21:26:06.090Z,7.977,-71.811,33,4.6,mb,,,,0.6,us,usp0003d81,2014-11-07T00:41:40.726Z,"48 km ENE of Táriba, Venezuela",earthquake,,,,4,reviewed,us,us
1988-02-25T10:47:48.660Z,8.084,-71.89,30.3,4.6,mb,,,,0.8,us,usp0003dbf,2014-11-07T00:41:41.174Z,"41 km E of Colón, Venezuela",earthquake,,8.9,,7,reviewed,us,us
1988-02-27T04:50:27.110Z,6.822,-73.019,157.6,4.9,mb,,,,0.8,us,usp0003dd5,2014-11-07T00:41:41.408Z,"8 km NNW of Cepitá, Colombia",earthquake,,,,24,reviewed,us,us
1988-03-09T17:29:49.940Z,6.835,-73.037,157.6,4.7,mb,,,,1,us,usp0003ds1,2014-11-07T00:41:46.861Z,"11 km NW of Cepitá, Colombia",earthquake,,6.5,,11,reviewed,us,us
1988-03-20T04:08:25.830Z,4.412,-73.673,10,5,ms,,,,1,us,usp0003e4g,2014-11-07T00:41:48.948Z,"7 km NNE of El Calvario, Colombia",earthquake,,,,2,reviewed,us,us
1988-03-20T04:08:48.760Z,4.135,-73.533,10,4.7,ms,,,,1,us,usp0003e4h,2014-11-07T00:41:48.950Z,"10 km E of Villavicencio, Colombia",earthquake,,,,1,reviewed,us,us
1988-03-23T05:31:47.620Z,4.57,-73.903,33,3.9,mb,,,,1.3,us,usp0003e7r,2014-11-07T00:41:49.304Z,"5 km NNE of Choachí, Colombia",earthquake,,,,1,reviewed,us,us
1988-03-27T09:09:34.690Z,3.868,-77.145,71.7,4.8,mb,,,,1.1,us,usp0003ecg,2014-11-07T00:41:50.012Z,"12 km W of Buenaventura, Colombia",earthquake,,11.3,,30,reviewed,us,us
1988-03-27T18:57:30.750Z,6.886,-72.945,157.5,4.6,mb,,,,1.1,us,usp0003ecu,2014-11-07T00:41:50.040Z,"9 km W of Guaca, Colombia",earthquake,,9.1,,2,reviewed,us,us
1988-04-01T18:31:01.550Z,6.986,-73.216,190.9,4.1,mb,,,,1.5,us,usp0003ej9,2014-11-07T00:41:53.605Z,"10 km SSW of Girón, Colombia",earthquake,,17.2,,1,reviewed,us,us
1988-04-12T03:41:54.820Z,-0.311,-78.529,33,4,mb,,,,0.7,us,usp0003eyj,2020-08-28T21:58:55.757Z,"8 km WNW of Sangolquí, Ecuador",earthquake,,,,1,reviewed,us,us
1988-04-12T15:26:19.770Z,-2.787,-77.649,27.2,5.2,mw,,,,1,us,usp0003ez2,2022-04-28T20:48:55.564Z,"68 km ESE of Sucúa, Ecuador",earthquake,,5.9,,,reviewed,us,hrv
1988-04-13T22:06:22.470Z,-3.347,-75.861,138.4,4.9,mb,,,,1.2,us,usp0003f0g,2014-11-07T00:41:57.443Z,"65 km ENE of Alianza Cristiana, Peru",earthquake,,10.2,,4,reviewed,us,us
1988-04-14T10:43:41.270Z,-3.856,-77.6,113.6,5,mb,,,,1.1,us,usp0003f16,2014-11-07T00:41:57.544Z,"119 km ESE of Gualaquiza, Ecuador",earthquake,,11.3,,11,reviewed,us,us
1988-04-15T02:19:59.330Z,8.428,-73.239,155,4.4,mb,,,,1,us,usp0003f1p,2014-11-07T00:41:57.587Z,"4 km NW of San Calixto, Colombia",earthquake,,20,,15,reviewed,us,us
1988-04-18T06:33:46.910Z,5.94,-77.817,33,4.2,mb,,,,1,us,usp0003f4m,2014-11-07T00:41:57.888Z,"55 km SW of Bahía Solano, Colombia",earthquake,,,,2,reviewed,us,us
1988-05-21T01:44:02.310Z,-1.521,-77.725,181.6,3.7,mb,,,,1.1,us,usp0003g58,2014-11-07T00:42:10.660Z,"31 km E of Puyo, Ecuador",earthquake,,13.5,,1,reviewed,us,us
1988-05-26T12:00:40.270Z,6.85,-72.879,160.4,4.4,mb,,,,0.5,us,usp0003gdj,2014-11-07T00:42:11.632Z,"3 km SW of Guaca, Colombia",earthquake,,6.5,,2,reviewed,us,us
1988-06-01T18:56:29.530Z,6.77,-72.528,154.8,4.3,mb,,,,1.4,us,usp0003gm3,2014-11-07T00:42:14.236Z,"18 km E of Concepción, Colombia",earthquake,,11.6,,2,reviewed,us,us
1988-06-02T03:03:29.730Z,6.866,-73.031,156,5.1,mb,,,,0.9,us,usp0003gmc,2014-11-07T00:42:14.357Z,"13 km S of Piedecuesta, Colombia",earthquake,,4.4,,22,reviewed,us,us
1988-06-03T06:14:17.510Z,6.054,-81.47,10,3.9,mb,,,,1.3,us,usp0003gnu,2014-11-07T00:42:15.272Z,"160 km SSW of Arenas, Panama",earthquake,,,,1,reviewed,us,us
1988-06-03T23:22:13.560Z,2.782,-79.544,33,4.9,mb,,,,0.9,us,usp0003gpd,2014-11-07T00:42:15.594Z,"125 km WNW of Mosquera, Colombia",earthquake,,,,5,reviewed,us,us
1988-06-16T16:33:02.790Z,-0.163,-77.793,26.6,4.8,mb,,,,1,us,usp0003h18,2014-11-07T00:42:19.694Z,"45 km ESE of Cayambe, Ecuador",earthquake,,5.8,,30,reviewed,us,us
1988-06-20T16:45:28.440Z,10.969,-69.305,27.6,4.6,mb,,,,0.8,us,usp0003h4z,2014-11-07T00:42:20.384Z,"62 km SE of Coro, Venezuela",earthquake,,3.7,,13,reviewed,us,us
1988-06-24T10:30:31.110Z,6.866,-73.029,155.9,4.3,mb,,,,0.9,us,usp0003h8d,2014-11-07T00:42:21.458Z,"13 km S of Piedecuesta, Colombia",earthquake,,6.8,,6,reviewed,us,us
1988-06-25T05:49:12.280Z,-4.106,-80.452,55.3,4.8,mb,,,,0.9,us,usp0003h9e,2014-11-07T00:42:21.545Z,"28 km SE of Cañaveral, Peru",earthquake,,,,8,reviewed,us,us
1988-06-30T05:44:37.400Z,7.303,-72.046,33,4.5,mb,,,,1.2,us,usp0003hfc,2014-11-07T00:42:22.876Z,"33 km NNE of Cubará, Colombia",earthquake,,,,4,reviewed,us,us
1988-06-30T09:11:41.650Z,6.881,-73.14,155.3,4.5,mb,,,,1.1,us,usp0003hff,2014-11-07T00:42:22.883Z,"15 km SW of Piedecuesta, Colombia",earthquake,,7.8,,3,reviewed,us,us
